75	592	118	620
69	803	131	883
378	471	447	507
1371	9	1448	47
582	860	639	908
784	222	874	302
1854	375	1917	433
1198	115	1257	151
96	1227	128	1274
694	808	759	869
408	507	477	546
447	289	552	348
398	182	464	222
1330	531	1418	594
1382	352	1450	402
1782	260	1902	325
1704	366	1788	413
35	279	135	376
478	162	549	211
5	1017	82	1065
1656	519	1758	615
1279	200	1331	261
1011	741	1074	803
1120	80	1205	132
1418	165	1495	218
1810	462	1876	513
634	6	714	61
251	183	332	279
160	959	245	1025
768	760	808	806
152	194	252	292
1244	669	1306	734
1103	564	1180	628
254	576	317	616
1467	1090	1587	1174
1280	424	1357	476
1582	139	1682	213
753	424	816	508
1716	938	1809	1049
1418	649	1470	715
1478	342	1556	395
408	659	470	727
772	660	836	723
959	552	1048	604
421	940	522	997
725	560	824	632
903	819	970	906
1670	309	1920	532
1760	1180	1882	1288
1177	451	1309	549
1040	1293	1202	1371
964	280	1029	382
317	582	505	742
1286	411	1355	456
958	173	1022	212
672	369	749	406
883	244	931	279
1150	74	1190	105
635	1275	723	1356
661	222	721	264
220	903	279	948
128	668	190	712
460	368	525	410
1568	278	1616	311
1144	1134	1202	1208
1718	0	1772	27
585	195	629	225
723	146	764	177
1154	183	1224	238
155	1064	238	1133
1416	770	1476	821
525	197	572	231
966	252	1032	303
673	830	751	895
638	974	694	1010
1078	1381	1146	1439
162	687	256	745
442	263	490	298
1628	317	1694	356
694	580	774	622
991	1354	1081	1420
1869	1196	1920	1280
92	1391	172	1440
1195	58	1551	245
1057	730	1120	801
596	267	656	313
6	1343	73	1417
470	1166	534	1203
1800	517	1869	570
600	1180	674	1223
447	561	499	599
50	1023	150	1082
1196	1275	1284	1347
1390	637	1472	692
287	1182	399	1298
1226	955	1310	1010
215	1148	304	1274
496	1365	586	1440
1622	686	1696	730
1611	444	1689	501
94	1208	176	1292
1806	824	1914	888
720	492	793	581
986	940	1068	985
1047	958	1125	1010
1407	824	1476	888
767	926	827	994
552	1264	635	1339
1604	845	1718	917
803	597	991	694
1092	577	1293	699
1136	429	1205	522
1208	372	1263	423
1556	200	1634	277
1116	744	1191	783
1828	157	1894	215
808	197	853	226
939	342	1014	383
513	271	587	307
1701	80	1755	125
1057	493	1117	544
693	283	746	322
905	561	1012	640
716	480	811	532
249	499	294	554
1529	568	1588	640
552	330	602	371
3	774	76	819
26	942	132	1008
1460	733	1560	790
970	1382	1036	1436
285	323	370	377
694	166	756	208
33	1274	109	1329
1594	176	1652	216
1348	323	1444	386
1535	1162	1647	1244
256	624	355	673
500	344	562	386
1446	791	1526	907
435	765	495	824
408	734	502	777
379	521	456	569
1652	164	1730	220
1581	512	1707	576
1676	731	1730	793
1767	256	1872	316
999	23	1138	108
1814	1382	1918	1440
1454	475	1539	560
1201	668	1280	716
1672	787	1754	838
142	507	236	584
1370	632	1435	682
1141	901	1214	991
1181	427	1283	497
1262	1018	1330	1118
925	1024	994	1117
447	1009	543	1111
1112	1108	1174	1198
1704	201	1794	260
992	733	1138	858
892	1302	956	1410
747	1081	852	1139
469	1198	604	1284
568	1298	644	1417
863	824	970	974
792	686	1020	808
945	722	1101	832
1636	330	1700	390
617	41	675	72
829	165	938	226
689	11	742	46
556	0	628	33
115	362	169	434
1272	138	1378	205
571	112	635	157
1399	613	1477	728
136	177	220	234
740	348	800	388
992	327	1058	385
1390	615	1466	666
422	160	484	219
146	506	240	560
1405	291	1472	377
267	387	344	436
1001	1214	1060	1271
641	329	741	389
381	652	425	710
13	1198	92	1262
378	105	457	143
1850	462	1918	558
1137	495	1215	560
1689	53	1788	109
1512	330	1623	383
867	416	933	487
1676	1042	1774	1161
1662	488	1749	532
1117	731	1198	835
1049	588	1165	660
5	377	103	472
1339	452	1417	497
336	615	434	664
1560	1312	1692	1414
1708	540	1768	598
369	187	437	230
1617	4	1707	59
1252	850	1319	944
920	882	986	969
1109	948	1175	1032
591	1172	666	1286
644	1332	703	1388
831	1324	946	1433
418	898	522	1001
858	567	1011	693
1833	1259	1920	1358
467	1088	612	1168
916	1148	975	1248
1112	256	1225	326
739	944	845	1005
1760	522	1804	551
1084	160	1133	195
1040	640	1239	762
620	437	692	473
1058	787	1106	829
909	326	986	380
608	292	674	335
53	727	113	772
735	230	784	260
660	220	711	257
527	265	572	298
384	334	432	362
1	1096	54	1149
144	966	194	1014
1866	949	1917	1006
1224	483	1284	526
1088	1205	1155	1277
573	1044	632	1083
470	265	517	302
392	1241	459	1283
1138	1352	1240	1432
67	1120	147	1211
1355	838	1408	890
131	1222	219	1352
104	758	188	808
1870	737	1920	779
1726	594	1790	648
609	890	694	970
1550	401	1612	440
5	1292	83	1380
531	1257	606	1304
537	335	601	380
633	641	720	690
698	988	775	1068
1814	1262	1916	1367
1003	799	1064	866
928	1007	1007	1052
476	1352	563	1422
1554	754	1626	800
193	1256	334	1372
1535	526	1612	582
1346	890	1422	958
1544	916	1646	988
984	1023	1074	1083
1740	896	1848	958
1170	1021	1252	1079
1322	702	1409	759
855	568	975	652
1041	641	1240	763
958	530	1077	621
751	658	926	759
1074	506	1144	590
265	1408	320	1440
1230	1216	1263	1241
1874	1003	1918	1045
298	668	400	724
247	920	316	970
1743	988	1839	1042
1433	645	1489	682
249	1186	363	1265
1067	1414	1127	1440
275	788	335	830
564	1022	636	1069
547	1306	630	1403
1700	925	1780	979
998	1399	1060	1439
1878	782	1920	839
351	887	418	959
1106	860	1175	916
1821	713	1866	740
1808	782	1882	824
1356	754	1406	798
1638	734	1710	772
1608	522	1668	558
470	963	573	1044
1519	1371	1606	1434
1029	960	1096	998
1424	680	1484	717
56	1320	177	1395
1810	772	1912	842
1624	614	1672	657
1225	1383	1318	1440
266	1296	346	1402
533	1088	599	1143
1868	666	1918	705
654	1279	775	1378
1554	866	1623	922
1243	759	1340	828
648	1220	778	1295
1290	856	1335	911
459	1137	530	1224
563	1168	650	1261
745	940	856	1010
222	867	295	926
337	962	458	1030
1127	758	1211	814
1740	1030	1827	1112
1374	864	1464	921
1151	992	1190	1031
969	1258	1059	1319
1518	1173	1596	1276
1575	988	1677	1050
1220	1006	1284	1060
1540	704	1636	769
225	637	429	800
458	1280	584	1356
1642	1250	1748	1382
1802	1077	1910	1148
1339	1119	1459	1236
898	828	991	912
723	876	939	984
1125	240	1178	271
1628	275	1682	307
860	163	904	192
1772	141	1858	197
192	656	252	697
735	368	809	408
19	690	71	720
193	645	326	735
1802	23	1852	55
271	884	329	935
787	157	835	187
677	979	732	1015
1218	92	1260	124
1223	209	1298	262
728	229	785	270
1874	864	1920	932
514	266	557	298
1226	1302	1328	1390
1012	265	1109	329
192	1058	270	1123
1346	428	1418	479
508	1162	567	1201
590	203	645	240
1183	1158	1244	1233
521	1366	620	1436
1880	554	1920	604
598	518	657	572
236	679	315	728
662	273	720	317
1468	802	1533	851
1686	721	1764	767
31	1312	106	1406
630	1179	712	1233
719	836	800	899
1106	749	1168	819
253	1131	347	1258
1024	1382	1118	1438
806	933	871	1000
1455	848	1533	928
327	1180	437	1280
1698	345	1764	387
747	580	836	632
1026	956	1108	1002
1445	662	1535	717
1680	477	1761	538
108	1378	199	1440
93	1004	196	1062
584	1274	667	1340
1082	974	1174	1033
966	510	1086	594
1668	882	1773	962
1273	980	1349	1034
129	1192	220	1274
1193	438	1261	542
1144	597	1346	718
848	607	1031	696
835	1566	904	1620
840	1570	897	1612
718	1000	782	1143
766	277	845	317
1680	1413	1752	1440
222	581	318	620
920	38	996	79
235	406	312	445
181	236	261	289
1262	505	1322	571
1344	636	1414	674
229	598	302	630
394	202	470	239
848	591	938	660
372	259	440	305
224	585	306	654
247	612	295	658
545	388	635	434
946	840	1000	924
1224	590	1293	633
1387	172	1435	206
1132	283	1218	338
844	411	909	456
856	746	926	822
1427	637	1489	686
878	17	1003	87
1438	166	1497	207
1131	675	1203	761
1126	534	1201	577
766	670	850	715
1307	452	1405	504
1098	1263	1212	1352
292	1173	344	1226
724	464	782	524
640	838	710	915
932	554	1001	600
222	1253	282	1337
1534	242	1622	299
793	910	851	982
975	361	1064	422
1167	422	1266	480
215	807	302	898
17	388	110	458
1270	1041	1353	1144
280	1051	354	1139
1534	1261	1658	1348
1484	202	1552	245
569	1048	632	1142
210	964	323	1033
476	872	573	928
1380	1255	1473	1363
458	1191	551	1281
4	868	76	910
0	1205	37	1268
70	784	130	826
336	1140	404	1176
218	911	308	973
259	739	335	793
1027	899	1111	961
915	560	958	595
444	712	558	785
196	832	285	882
1322	921	1395	975
832	1019	902	1058
747	666	812	706
1020	666	1084	708
0	1510	71	1592
144	780	205	810
224	1576	338	1652
534	996	577	1035
0	1044	54	1107
985	770	1067	832
412	1678	492	1760
184	904	258	964
324	590	388	632
940	1750	1030	1886
446	728	527	773
148	1563	241	1614
748	1258	824	1298
755	1379	833	1442
397	808	489	868
1024	1336	1114	1385
347	1439	463	1496
36	1180	112	1238
643	965	715	1016
938	681	1000	719
267	972	344	1030
887	987	980	1050
1145	1269	1249	1330
1141	774	1210	822
1372	944	1440	992
977	968	1057	1029
465	1028	534	1084
676	806	764	864
890	1061	971	1115
1161	1611	1287	1701
592	1205	680	1264
1262	1816	1380	1920
676	1570	806	1636
463	1842	601	1920
205	1702	326	1784
379	1731	486	1869
977	1719	1100	1836
373	970	472	1031
786	1323	849	1374
1286	1444	1379	1515
918	1226	1034	1330
1074	1782	1221	1887
597	1054	717	1117
270	1385	387	1447
749	1674	860	1752
799	1468	896	1528
786	1768	885	1900
1364	308	1399	335
991	143	1036	172
800	636	860	671
937	494	1006	528
808	346	857	376
1397	165	1445	199
896	707	985	784
1201	533	1256	579
1210	866	1322	934
364	852	460	954
1042	643	1104	693
1692	287	1737	329
1614	116	1671	154
1173	202	1220	236
934	138	977	167
361	853	462	896
1587	371	1638	409
1434	974	1508	1022
284	439	364	483
1514	745	1570	820
383	884	450	946
691	417	743	456
224	601	272	656
1445	914	1545	968
550	454	601	497
355	632	436	679
519	396	591	432
1341	499	1422	555
217	728	309	777
1570	694	1684	760
703	608	802	664
1427	973	1513	1088
1069	1298	1139	1395
1523	1384	1623	1438
1102	761	1190	881
704	314	766	350
1426	764	1482	826
499	469	558	506
1551	1064	1647	1120
1108	1060	1191	1172
1449	648	1524	728
110	609	206	684
1357	799	1418	851
365	1149	459	1258
1632	358	1713	417
1696	404	1778	455
1236	1199	1304	1313
1008	199	1136	269
868	1193	953	1286
363	1362	511	1436
679	1236	795	1306
1300	11	1478	132
1172	589	1270	655
1760	457	1856	516
966	895	1113	1009
765	824	988	949
872	966	987	1064
1869	1020	1920	1072
953	1328	998	1376
1319	328	1372	367
605	1372	691	1431
1036	884	1147	1000
1063	543	1265	680
1245	1387	1296	1418
830	296	892	331
740	0	811	23
166	326	265	387
1742	1319	1786	1360
1881	719	1920	770
329	1370	392	1437
1836	46	1884	92
724	252	836	312
227	1257	294	1311
1714	113	1778	160
270	61	356	109
1800	1384	1842	1427
350	485	412	544
1514	668	1590	720
791	1124	877	1245
192	210	246	263
334	254	415	297
535	43	611	81
727	81	777	120
1510	664	1612	788
316	453	423	501
568	96	620	148
1097	319	1183	374
952	370	1015	437
1452	208	1540	269
1632	462	1689	535
1624	539	1690	597
890	1233	964	1284
511	109	577	148
66	203	180	288
1546	609	1654	672
1154	735	1245	826
1562	365	1646	441
409	1267	476	1336
1773	651	1836	745
1225	507	1301	555
793	1123	875	1246
1696	419	1840	494
1252	279	1363	353
1444	502	1518	555
1808	1183	1918	1358
1772	112	1852	172
309	736	407	848
1295	878	1358	979
1838	158	1918	210
648	1317	765	1438
1024	473	1192	605
880	832	968	926
657	851	787	932
289	940	454	1042
1104	954	1164	1042
393	1074	490	1204
822	610	956	767
783	489	1029	600
562	964	664	1049
281	1240	325	1286
663	1288	733	1334
1177	1202	1237	1310
788	486	910	645
94	1130	219	1203
243	700	380	779
200	1700	289	1790
0	829	54	881
96	572	180	621
562	672	638	716
656	1023	725	1064
1172	957	1247	999
128	1459	266	1520
832	680	915	728
956	1265	1058	1324
848	1330	934	1381
804	788	880	844
791	974	881	1040
254	1028	353	1103
260	1854	418	1920
751	1734	850	1872
26	973	124	1043
712	995	792	1049
745	694	818	736
3	1600	117	1690
448	971	532	1021
1250	1448	1344	1520
563	1385	658	1451
498	812	574	863
0	1748	103	1826
393	1204	506	1286
156	970	266	1036
41	1407	170	1472
734	574	781	609
556	1674	694	1758
553	1254	652	1314
981	1592	1089	1684
175	802	293	872
1094	1432	1186	1499
713	1066	793	1118
957	789	1022	836
403	1058	531	1132
603	1327	675	1378
735	1228	848	1328
151	1752	291	1905
489	1581	622	1644
1078	1785	1184	1920
616	1466	729	1536
1127	927	1193	980
592	1766	709	1904
812	1707	908	1815
896	1760	1036	1862
1672	144	1732	185
1812	11	1872	61
874	95	915	119
958	263	1006	302
285	378	333	435
1	1101	73	1161
998	1302	1060	1352
1581	633	1674	690
1678	454	1798	522
1001	254	1078	290
1286	296	1340	345
22	648	102	694
766	381	866	438
1500	744	1581	858
480	661	528	718
865	404	929	448
54	1141	128	1193
1698	704	1782	797
1696	107	1756	153
568	156	642	192
748	178	799	215
47	817	158	881
752	62	817	99
332	206	409	253
1114	413	1181	462
813	1382	918	1440
1497	739	1566	790
289	506	380	554
1754	97	1822	154
604	217	654	264
1430	572	1510	628
419	408	496	457
983	487	1043	551
1544	406	1624	502
1180	827	1268	923
1312	949	1375	1058
1435	253	1516	310
910	738	1004	894
1238	592	1312	649
1100	656	1258	781
106	1369	186	1439
958	948	1027	1040
1742	1214	1838	1348
588	1196	666	1310
447	627	538	671
475	907	569	1001
620	1358	678	1417
176	386	276	460
920	1216	978	1310
551	231	609	273
1256	353	1361	420
1151	1045	1208	1129
773	984	886	1050
492	1094	616	1175
941	1228	1028	1344
770	852	980	951
1060	656	1134	700
842	543	895	597
1416	802	1491	838
964	737	1054	787
1232	764	1300	850
898	762	965	816
982	802	1092	893
1504	801	1575	866
1144	639	1238	706
759	920	836	999
1173	819	1260	885
650	714	784	879
1006	830	1079	886
1365	1269	1462	1360
1245	1298	1347	1361
1704	805	1809	890
1328	822	1429	896
881	1075	1030	1198
1222	890	1307	955
731	1206	838	1264
1086	404	1146	500
853	1060	980	1132
388	492	532	609
323	541	377	582
243	587	285	641
704	866	952	1012
1772	1157	1844	1204
1007	920	1097	1016
910	520	1090	635
1857	516	1905	543
489	752	572	794
998	194	1046	226
1848	1348	1917	1440
1190	591	1232	634
1748	709	1804	747
784	674	839	703
1535	491	1584	542
295	848	384	897
948	189	982	214
1394	239	1447	273
1452	13	1617	129
1396	1075	1467	1147
809	386	857	410
1188	921	1294	988
1684	370	1730	414
1140	778	1196	809
1611	203	1665	237
1174	261	1220	294
1412	982	1516	1038
685	640	785	694
191	735	292	784
1574	450	1630	488
355	899	408	958
1406	1037	1473	1087
203	604	255	656
512	418	589	458
1021	688	1090	739
878	744	971	820
546	474	594	523
280	448	357	494
488	487	555	528
688	447	742	490
322	863	423	910
1484	815	1546	895
706	349	766	383
1012	256	1140	322
1010	1345	1090	1440
333	645	412	690
1067	1114	1157	1226
1554	775	1665	835
1322	882	1411	936
1324	560	1415	619
1630	446	1694	492
1309	93	1472	214
94	607	202	683
1424	724	1508	793
1190	1258	1259	1372
1397	826	1453	893
824	1229	903	1330
1508	1136	1606	1194
1160	644	1255	707
313	1164	408	1266
300	1376	455	1440
1682	486	1766	539
912	857	1094	937
915	927	1094	1065
623	1270	747	1337
1742	543	1840	604
1070	804	1169	930
735	863	958	991
831	1005	964	1104
697	0	778	36
316	1130	351	1174
687	1226	749	1273
1186	1212	1246	1320
782	483	887	642
1716	1289	1785	1337
932	1408	982	1439
1563	471	1611	506
1013	573	1078	645
684	1302	767	1353
1175	948	1265	1062
1002	639	1176	760
1009	566	1163	686
1465	1202	1575	1262
1456	226	1493	261
968	398	1012	434
1850	490	1916	561
899	942	1010	1042
1267	506	1475	707
388	789	423	822
357	337	387	368
517	532	585	588
130	1086	232	1220
1255	742	1307	785
1486	358	1568	408
1389	155	1434	205
1477	448	1542	517
646	1392	776	1440
500	162	574	214
1210	446	1298	495
1474	403	1548	450
261	1229	350	1280
1714	555	1742	598
928	1354	1033	1435
436	188	476	235
985	432	1067	499
1414	904	1501	959
590	2	683	52
1366	40	1448	89
244	350	296	385
1260	739	1346	866
668	0	732	29
302	560	359	604
1019	213	1084	253
1443	588	1527	646
90	289	141	393
414	322	468	358
42	642	123	758
1326	544	1408	610
1257	225	1326	275
1091	477	1163	542
1373	417	1444	472
742	1008	821	1058
666	187	755	244
1505	761	1570	832
1112	423	1180	495
184	1362	335	1440
1040	731	1091	796
344	627	401	692
637	772	709	854
1205	70	1255	107
252	163	340	221
846	1005	939	1068
1026	949	1137	1012
596	577	658	644
4	445	70	528
1620	1239	1698	1330
1215	128	1318	196
1114	1100	1178	1178
524	346	634	438
1036	1058	1114	1155
1486	298	1534	364
1658	702	1766	771
1386	848	1450	913
911	936	1012	1035
1414	494	1498	557
1513	683	1572	769
824	734	872	806
1674	1329	1779	1430
544	880	648	957
1214	1031	1306	1087
806	1126	912	1227
404	622	500	707
1485	1195	1626	1274
1357	1100	1393	1130
1313	1190	1440	1437
320	733	420	794
984	1135	1022	1163
1280	92	1440	364
542	974	624	1170
662	1210	800	1317
624	1046	749	1196
823	950	865	984
1326	0	1488	86
25	58	107	112
1713	541	1767	577
1482	350	1518	388
1584	874	1641	917
1796	1268	1906	1349
671	2	772	61
1491	1067	1562	1120
1450	386	1514	423
1443	1078	1490	1135
1647	778	1692	817
1160	525	1256	583
818	782	964	908
1635	672	1701	724
1578	873	1707	960
1438	8	1616	118
1030	714	1256	872
340	1437	386	1473
794	1748	860	1792
882	1812	936	1845
194	1353	249	1406
1215	1411	1262	1463
525	1569	681	1698
426	1582	485	1658
744	568	826	624
294	1887	347	1920
456	1092	537	1164
1023	1830	1065	1893
319	492	366	519
41	1245	104	1290
678	1766	728	1810
19	1389	93	1448
1243	1297	1306	1348
0	1518	54	1587
1281	1469	1322	1510
1404	1839	1440	1920
518	1791	585	1842
168	1578	218	1617
756	1821	800	1863
570	1804	624	1864
0	632	74	685
135	1122	188	1161
1352	1584	1440	1662
677	1832	730	1898
402	1246	450	1285
814	1830	855	1875
148	604	556	875
1230	1659	1306	1737
633	1106	672	1143
438	1581	952	1908
83	988	511	1227
689	721	859	952
85	1332	432	1658
1126	1356	1436	1803
749	636	851	718
1082	573	1130	628
950	929	1059	1027
957	585	1149	716
1382	14	1440	116
343	906	387	946
1398	1150	1438	1222
773	928	863	986
658	918	738	968
946	996	1015	1040
928	1058	967	1084
621	799	696	859
708	764	778	844
208	64	262	103
886	488	920	534
818	492	914	562
925	412	1006	490
1021	477	1112	551
570	945	682	1047
780	1486	830	1528
581	988	791	1149
462	406	535	446
665	263	720	302
1826	144	1874	182
727	186	764	217
966	294	1026	338
1281	447	1350	495
959	219	1015	253
1156	234	1226	285
1148	120	1186	151
1061	269	1112	301
676	865	750	926
586	234	633	265
1138	1167	1207	1244
634	1011	687	1046
126	702	188	744
1875	1231	1920	1324
953	295	1048	357
1411	809	1472	859
597	308	657	351
215	934	267	979
143	1090	219	1171
1618	723	1690	767
995	1396	1084	1440
1616	357	1684	399
0	1374	64	1440
444	300	494	336
174	728	259	777
696	526	778	613
461	1199	526	1243
696	612	777	656
1797	561	1860	612
209	1180	294	1304
587	1216	668	1264
1405	860	1480	932
1388	677	1466	726
526	239	574	274
1197	1320	1287	1394
277	1222	388	1331
1042	999	1124	1053
446	591	502	634
1604	488	1682	544
1054	767	1120	839
38	1053	139	1108
1806	863	1914	925
986	974	1062	1021
83	1242	164	1329
766	959	823	1027
542	1309	635	1381
1226	987	1312	1047
1604	886	1714	956
1089	612	1296	738
1133	459	1196	554
789	627	984	723
386	243	435	276
713	299	753	330
1878	1187	1920	1253
892	279	939	310
797	304	860	349
1514	173	1572	209
874	162	920	192
397	550	433	574
1513	59	1563	91
473	273	532	310
957	769	1008	814
537	193	585	227
0	1279	57	1406
992	242	1048	291
472	368	514	406
449	512	498	549
1124	456	1185	498
1623	148	1680	190
610	205	656	233
788	230	842	263
1261	810	1321	861
974	130	1016	162
229	313	286	350
1770	899	1836	958
776	302	883	361
447	1066	509	1108
1830	1027	1887	1097
366	1402	434	1438
322	246	375	283
398	316	460	360
488	902	574	975
253	1290	325	1338
1006	1208	1064	1280
900	783	966	856
226	620	291	667
400	1300	484	1354
1066	1362	1165	1438
829	1006	913	1054
1443	363	1503	401
1734	1226	1827	1320
588	1006	657	1076
1622	553	1682	600
1234	678	1313	728
41	1319	174	1439
1762	685	1858	741
1462	718	1529	762
889	1021	982	1087
1080	1007	1166	1067
1257	866	1332	937
1644	849	1755	914
504	631	599	687
1435	488	1508	543
1451	882	1554	948
932	622	1138	747
634	646	824	746
972	473	1041	568
1833	325	1887	364
738	1416	794	1440
795	117	844	146
1084	591	1137	625
860	98	907	126
1091	686	1159	741
76	1160	146	1209
1274	299	1328	346
863	420	920	452
478	669	537	730
994	256	1070	298
64	834	176	896
293	388	335	441
29	656	117	705
820	1383	941	1440
450	628	543	683
974	490	1039	557
736	178	803	230
327	214	411	263
1566	626	1668	699
1107	415	1179	471
1586	517	1648	594
1686	708	1761	791
1810	692	1880	747
561	163	636	201
1493	773	1563	853
746	63	802	102
1678	110	1736	154
1490	743	1548	788
296	509	390	565
423	416	495	464
1094	670	1244	788
599	216	653	277
548	238	610	280
764	389	856	443
1863	200	1920	250
1653	462	1776	527
1724	97	1810	163
1180	832	1261	928
631	1369	690	1427
132	1379	206	1440
1419	254	1510	315
1728	1207	1818	1357
1233	600	1298	649
1791	144	1881	200
908	748	996	896
1425	575	1492	627
1530	414	1608	500
917	1225	985	1331
1305	958	1364	1060
489	920	581	1016
185	397	281	474
1246	360	1344	429
962	955	1026	1046
780	998	884	1057
501	1102	641	1190
603	1205	678	1324
1152	1049	1204	1135
796	1480	847	1525
591	980	802	1136
1019	175	1069	217
1688	537	1780	606
908	0	968	25
644	431	728	476
1582	1332	1628	1365
1887	397	1920	466
1248	616	1326	653
56	796	168	878
1204	662	1281	710
694	1388	742	1438
0	616	51	666
811	650	997	831
932	329	993	366
0	1268	31	1310
57	525	117	582
109	754	228	822
1357	207	1417	259
1108	1244	1168	1294
1690	470	1736	525
1594	681	1672	799
71	578	149	621
789	80	848	122
547	594	596	650
1060	160	1142	203
1774	19	1832	61
1725	450	1785	534
1344	2	1492	62
1183	614	1255	663
1590	680	1659	725
1183	598	1333	722
1680	565	1758	618
1186	331	1264	391
151	1093	218	1139
333	429	426	479
602	58	676	94
358	107	441	160
323	291	371	345
637	114	700	175
465	326	537	373
1054	410	1116	475
826	300	926	356
1552	494	1634	541
1848	1156	1920	1300
1827	10	1902	65
1277	767	1360	868
508	553	614	603
1323	526	1390	579
1744	393	1856	448
1506	168	1608	229
1049	888	1126	978
1629	334	1704	426
738	1306	794	1361
1409	901	1477	1003
209	298	318	383
1024	1160	1089	1264
926	1328	1036	1436
874	928	977	990
213	1312	300	1426
698	1137	773	1256
560	844	655	949
1249	985	1307	1073
1330	268	1434	340
586	137	652	180
592	1037	726	1126
820	648	992	826
1892	458	1918	530
1526	154	1562	190
836	1358	887	1403
566	1358	636	1410
1108	269	1159	310
1016	294	1059	332
913	832	1016	939
1313	433	1505	632
757	625	857	702
811	1392	886	1440
70	300	140	339
1194	2	1336	99
492	1178	531	1228
892	675	961	783
584	613	624	644
1014	1147	1110	1238
0	428	77	513
0	1193	250	1440
861	348	982	466
1077	896	1160	944
814	301	853	329
404	555	456	589
1504	372	1905	671
1092	1013	1178	1060
1221	940	1311	1006
622	983	1240	1440
1078	474	1138	516
314	909	388	992
274	1295	431	1440
1131	1377	1266	1440
668	455	713	490
1150	5	1258	64
666	830	752	904
1282	827	1360	878
525	285	992	625
531	944	635	1029
59	1114	568	1423
0	735	77	793
1294	1193	1551	1412
964	716	1119	826
6	1177	82	1253
976	1788	1018	1833
977	795	1028	830
495	26	573	75
1216	21	1298	77
167	14	216	58
289	1237	368	1294
157	66	243	131
834	356	884	386
757	0	838	45
63	223	145	284
652	2	731	49
438	632	539	698
744	334	801	380
915	1184	966	1243
222	767	285	817
277	196	349	261
298	1832	369	1886
574	701	716	800
494	472	556	513
62	1670	142	1732
955	481	1030	535
1872	660	1920	762
745	757	976	958
1111	880	1309	1036
889	211	958	331
249	549	444	711
1003	1210	1175	1298
464	1826	515	1876
298	685	406	754
514	1586	600	1630
547	926	631	1111
629	994	758	1128
681	1147	819	1250
1510	1131	1574	1184
528	1217	618	1273
787	1301	838	1348
1007	852	1096	948
914	429	1097	572
373	1180	474	1286
85	724	197	828
683	817	756	863
1818	671	1881	746
1339	508	1438	567
1623	446	1686	487
232	754	292	819
1113	593	1184	635
201	581	287	628
1108	1408	1202	1440
169	1403	291	1439
1166	794	1244	847
1411	1154	1484	1210
1037	886	1070	926
1236	656	1330	717
1487	639	1562	688
1039	637	1120	692
1767	601	1812	631
101	1058	226	1138
1000	739	1076	802
1834	1046	1918	1146
1160	1074	1200	1131
90	721	169	783
508	1163	613	1273
626	832	737	888
1578	487	1623	533
1479	1360	1599	1438
117	1287	232	1380
106	1168	195	1271
1322	613	1422	674
420	1052	501	1139
877	1309	970	1423
61	1283	152	1355
338	834	451	912
1364	1112	1452	1214
